Student_number,file_1_mark,file_2_mark,file_3_mark,Feedback
m01964ua,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_m01964ua/./rugby_m01964ua.py"", line 22, in <module>
     os.mkdir(sys.argv[2])
 FileExistsError: [Errno 17] File exists: './results_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m03777am,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m08320mm,1,1,1,
m09857ly,1,1,1,
m17324sg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_m17324sg/./rugby_m17324sg.py"", line 2, in <module>
     with open(sys.argv[1], 'r') as f:
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m17832wa,1,1,1,
m18453ab,1,1,1,
m19364tg,1,1,1,
m25334kg,1,1,1,
m26025tz,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m31181jg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_m31181jg/./rugby_m31181jg.py"", line 9, in <module>
     inputFile = open(folder.input + filename,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m31234gv,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m32784sh,1,1,1,
m36036zz,1,1,1,
m38874oo,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m42552rh,1,1,1,
m42677js,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  usage: rugby_m42677js.py [-h] input o
 rugby_m42677js.py: error: argument input: can't open './test_files_rugby': [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m43369as,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m46198sa,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
m46757sz,1,1,1,
m50747jh,1,1,1,
m55182va,1,1,1,
m56135cw,1,1,1,
m57983ma,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m59511md,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_m59511md/./rugby_m59511md.py"", line 62, in <module>
     rugby(file)
   File ""***Removed due to privacy***/rugby_m59511md/./rugby_m59511md.py"", line 14, in rugby
     os.chdir(input_path)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m60493kw,1,1,1,
m65577ha,1,1,1,
m65670fa,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
m73289ls,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_m73289ls/./rugby_m73289ls.py"", line 43, in <module>
     os.chdir(outputpath)
 FileNotFoundError: [Errno 2] No such file or directory: './results_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
m73648ak,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m78355ls,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
m83653ns,1,1,1,
m84249pk,1,1,1,
m85559mk,1,1,1,
m92824cm,0,0,0,No files were created within the results folder. (This does not mean files were not created elsewhere)
n03227rm,1,1,1,
n05919ah,1,1,1,
n07219hm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_n07219hm/./rugby_n07219hm.py"", line 89, in <module>
     write_to_output_file(output_file_path,calculate_score(read_input_file(input_folder_path + str(file_list[i]))))
   File ""***Removed due to privacy***/rugby_n07219hm/./rugby_n07219hm.py"", line 15, in read_input_file
     input_file = open(file,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
n20773yz,1,1,1,
n20851ew,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_n20851ew/./rugby_n20851ew.py"", line 15, in <module>
     os.mkdir(fileout)
 FileExistsError: [Errno 17] File exists: './results_rugby'
 
 During handling of the above exception, another exception occurred:
 
 Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_n20851ew/./rugby_n20851ew.py"", line 19, in <module>
     fn = open(dname, 'a')
 FileNotFoundError: [Errno 2] No such file or directory: './results_rugby/test_file1_n20851ew.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
n25359ec,1,1,1,
n35081bw,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n37169dk,1,1,1,
n38595ae,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n39349ch,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n50699mm,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n54133hu,1,1,1,
n58949ah,1,1,1,
n61655sb,1,1,1,
n62189sd,1,1,1,
n66033ai,1,1,1,
n66837sm,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n72421tn,1,1,1,
n79777aa,1,1,1,
n80569fh,1,1,1,
n86739dg,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
n91131bw,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_n91131bw/./rugby_n91131bw.py"", line 11, in <module>
     os.chdir(path1)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
n91491mh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n95301jf,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
n95835ce,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
n96249ty,1,1,1,
p00331rx,1,1,1,
p01679ma,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p06411ua,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p06411ua/./rugby_p06411ua.py"", line 22, in <module>
     input_scores_file = open (args.input + input_files[j], ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p07229sl,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p15748aa,1,1,1,
p17128xt,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p17128xt/./rugby_p17128xt.py"", line 43, in <module>
     f = open(d,'w')
 FileNotFoundError: [Errno 2] No such file or directory: '_p17128xt./results_rugby/test_file1_p17128xt.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p17498jw,1,1,1,
p17540oa,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p23525lg,1,1,1,
p29365al,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
p31278rh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p33067ay,1,1,1,
p34378lt,1,1,1,
p35799ap,1,1,1,
p37429am,1,1,1,
p37736sm,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p40515mt,1,1,1,
p44469aq,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p44797jb,1,1,1,
p48652gh,1,1,1,
p49111md,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p49263ca,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p50391tc,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p50792sd,1,1,1,
p52048kg,1,1,1,
p53237kh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p55643na,1,1,1,
p56273gd,1,1,1,
p56781ng,1,1,1,
p61761ay,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p62312tu,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p67189ml,1,1,1,
p68686gl,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p70810yk,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p72426yp,1,1,1,
p72470id,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p73848hs,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p75341vk,1,1,1,
p76722cz,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
p80249ra,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
p80873ab,1,1,1,
p86963sp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p86963sp/./rugby_p86963sp.py"", line 16, in <module>
     inputF = open(inputFile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p91607ma,1,1,1,
p93899aa,1,1,1,
p94302hm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p94302hm/./rugby_p94302hm.py"", line 19, in <module>
     inputscores = open(filepath, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby/test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p94886ms,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p94886ms/./rugby_p94886ms.py"", line 16, in <module>
     scores = open(""rugby_file.txt"", ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: 'rugby_file.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p96457dw,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p98424rp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_p98424rp/./rugby_p98424rp.py"", line 66, in <module>
     rugbycode(input_folder_string, output_folder_string, file)
   File ""***Removed due to privacy***/rugby_p98424rp/./rugby_p98424rp.py"", line 12, in rugbycode
     f1=open(input_folder + filename,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugbytest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
p99614sy,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q00848wh,1,1,1,
q02710ts,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q05506bb,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q08386js,1,1,1,
q10556rn,1,1,1,
q16332rs,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q17766yl,1,1,1,
q18662ac,1,1,1,
q22650aj,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/rugby_q22650aj/./rugby_q22650aj.py"", line 7
     files = os.listdir(folders[0]))
                                   ^
 SyntaxError: unmatched ')'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
q26752aa,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_q26752aa/./rugby_q26752aa.py"", line 26, in <module>
     f = open(filepath, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby/test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
q36172hw,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q44958jp,1,1,1,
q50676ep,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
q53226rb,1,1,1,
q57044nc,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
q66122my,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q77644po,1,1,1,
q78216ae,1,1,1,
q78608sd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_q78608sd/./rugby_q78608sd.py"", line 7, in <module>
     ifile = open(i, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
q83438yw,1,1,1,
q86352bb,1,1,1,
q89254rn,1,1,1,
q90172mh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q94072jl,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
q96128lf,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
r00979hl,1,1,1,
r07539ym,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
r21857jl,1,1,1,
r22997aa,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
r25329lc,1,1,1,
r27125bw,1,1,1,
r27413tj,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_r27413tj/./rugby_r27413tj.py"", line 31, in <module>
     os.chdir(path.output_folder)
 FileNotFoundError: [Errno 2] No such file or directory: './results_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
r42421yz,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_r42421yz/./rugby_r42421yz.py"", line 17, in <module>
     os.mkdir(outputpath)
 FileExistsError: [Errno 17] File exists: './results_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
r46739lt,1,1,1,
r50263ma,1,1,1,
r56325cc,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
r56677rp,1,1,1,
r61875lj,1,1,1,
r77503bd,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
r82969js,1,1,1,
r83187jc,1,1,1,
r85193di,0,0,0,No files were created within the results folder. (This does not mean files were not created elsewhere)
r86515xl,1,1,1,
r88993ia,1,1,1,
r89835eb,1,1,1,
r94627as,1,1,1,
s03884aa,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_s03884aa/./rugby_s03884aa.py"", line 5, in <module>
     ipathfile = open(inputpath,""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s09672ba,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s11642lf,1,1,1,
s13496vg,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s13506jc,1,1,1,
s23522ym,1,1,1,
s29576tb,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_s29576tb/./rugby_s29576tb.py"", line 45, in <module>
     with open(fullOutputTxt, 'w') as out:
 FileNotFoundError: [Errno 2] No such file or directory: 'output_1/test_file1_s29576tb.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s42704jp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_s42704jp/./rugby_s42704jp.py"", line 7, in <module>
     f = open(input_filepath,'r',encoding='utf-8')
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s50172ey,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s50548ma,1,1,1,
s55264aa,1,1,1,
s56124at,1,1,1,
s58860aa,1,1,1,
s62508as,1,1,1,
s63644vb,1,1,1,
s65422mt,1,1,1,
s68250ma,1,1,1,
s74996sa,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  usage: rugby_s74996sa.py [-h] file outfile
 rugby_s74996sa.py: error: argument file: can't open './test_files_rugby': [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s78014sh,1,1,1,
s78866kz,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s79104mh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s80648sh,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s86124sy,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
s89582ph,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
s93700yl,1,1,1,
s94292yy,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute however, it may or may not have produced some files or noneNo files were created within the results folder. (This does not mean files were not created elsewhere)"
t02231ss,1,1,1,
t09329lw,1,1,1,
t17981qx,1,1,1,
t28063tz,1,1,1,
t28107tj,1,1,1,
t30023mm,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
t50885aa,1,1,1,
t56091yd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_t56091yd/./rugby_t56091yd.py"", line 43, in <module>
     teamScores += 3
 TypeError: can only concatenate str (not ""int"") to str
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
t56225ro,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
t56563bk,1,1,1,
t74769sm,1,1,1,
t92001cr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_t92001cr/./rugby_t92001cr.py"", line 11, in <module>
     f = open(files[y], ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: 'test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
u00074aj,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u08120fh,1,1,1,
u18382zh,1,1,1,
u18436re,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u24264cw,1,1,1,
u25144jd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_u25144jd/./rugby_u25144jd.py"", line 42, in <module>
     outputFile = open(sys.argv[2] + inputFile[:-4] + ""_u25144jd.txt"", ""x"")
 FileExistsError: [Errno 17] File exists: './results_rugbytest_file1_u25144jd.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
u34592sg,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
u35610df,1,1,1,
u38012ek,1,1,1,
u43534sr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/rugby_u43534sr/./rugby_u43534sr.py"", line 9
     ''''
         ^
 SyntaxError: EOL while scanning string literal
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
u49728rt,1,1,1,
u50490yz,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u54258as,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u59286dh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u60328el,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u60770mc,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u61944rf,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u63378mr,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u68780be,1,1,1,
u71922pz,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u75904yl,1,1,1,
u81076nr,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u82766jh,0,0,0,No files were created within the results folder. (This does not mean files were not created elsewhere)
u89014ab,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
u95206ma,1,1,1,
v04109yk,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
v08387yx,1,1,1,
v08417jw,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
v12433ak,1,1,1,
v14799cc,1,1,1,
v21023jh,1,1,1,
v26161ns,1,1,1,
v30867dh,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_v30867dh/./rugby_v30867dh.py"", line 47, in <module>
     main()
   File ""***Removed due to privacy***/rugby_v30867dh/./rugby_v30867dh.py"", line 43, in main
     score(v)
 NameError: name 'v' is not defined
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
v31903mb,1,1,1,
v35117sy,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
v35417sp,1,1,1,
v36373bb,1,1,1,
v41567lb,1,1,1,
v54835xw,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v55941np,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
v63881oq,0,0,0,No files were created within the results folder. (This does not mean files were not created elsewhere)
v65391yc,1,1,1,
v74211xw,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
v78159ee,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
v78643ld,1,1,1,
v79907sy,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_v79907sy/./rugby_v79907sy.py"", line 31, in <module>
     files = os.listdir(input_path)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
v80015aa,1,1,1,
v91365dg,1,1,1,
v94579az,1,1,1,
v96969ss,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
v97159is,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  usage: rugby_v97159is.py [-h] file secondfile
 rugby_v97159is.py: error: argument file: can't open './test_files_rugby': [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
w13634ps,1,1,1,
w15122jl,1,1,1,
w16910dg,1,1,1,
w21706bc,1,1,1,
w24218sh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
w25464il,0,0,0,"Score output for test_file 1 was incorrect
 Score output for test_file 2 was incorrect
 Score output for test_file 3 was incorrect
"
w25478ia,1,1,1,
w27888ms,1,1,1,
w39362nv,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
w48678cd,1,1,1,
w58006bh,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
w60078be,1,1,1,
w64810ak,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_w64810ak/./rugby_w64810ak.py"", line 73, in <module>
     rugby(f.readline())
   File ""***Removed due to privacy***/rugby_w64810ak/./rugby_w64810ak.py"", line 69, in rugby
     os.rename(old_file, new_file)
 FileNotFoundError: [Errno 2] No such file or directory: './results_rugby/test_file1.txt' -> './results_rugby/./results_rugbytest_file1_w64810ak.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
w65214ka,1,1,1,
w73862jb,1,1,1,
w75724sb,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
w80290jl,1,1,1,
w90012gt,0,0,0,"Submission was found under the prog1_rugby tag for the rugby task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
w92704dw,1,1,1,
x09137dp,1,1,1,
x12691yl,0,0,0,"No submission was found under the prog1_rugby tag for the rugby task
"
x28381ot,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
x32001nm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/rugby_x32001nm/./rugby_x32001nm.py"", line 13, in <module>
     with open(file1, ""r"") as fin:
 IsADirectoryError: [Errno 21] Is a directory: './test_files_rugby'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)"
