Student_number,file_1_mark,file_2_mark,file_3_mark,Feedback
j86153jd,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
j90095jb,1,0,1,"Output for test_file 2 was incorrect
"
j90992mm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_j90992mm/./decrypt_j90992mm.py"", line 116, in <module>
     outputFile(file_path, read_text_file(file_path))
   File ""***Removed due to privacy***/decrypt_j90992mm/./decrypt_j90992mm.py"", line 74, in read_text_file
     with open(file_path, 'r') as f:
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt\\test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
j91917bs,1,1,1,
j94115rh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
j94732av,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
j95271zf,1,0,1,"Output for test_file 2 was incorrect
"
j96158ap,1,0,1,"Output for test_file 2 was incorrect
"
j96409sb,1,1,1,
j98107zw,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/decrypt_j98107zw/./decrypt_j98107zw.py"", line 33
     
     ^
 IndentationError: expected an indented block
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
j98415kf,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
k01756ws,1,1,1,
k14454hd,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
k20826aj,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
k23074jh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
k25612yz,1,1,1,
k38730rs,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
k40092ae,1,1,1,
k42524cm,1,1,1,
k47680dm,1,0,1,"Output for test_file 2 was incorrect
"
k63434dr,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_k63434dr/./decrypt_k63434dr.py"", line 45, in <module>
     inp = open(f""{parsed_args.inputDirectory}\{file}"", 'r')
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt\\test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
k71182kt,1,1,1,
k73092al,0,0,0,"Submission ran indefinitely and did not finish its execution. 
 This does not mean the program did not execute it may or may not have produced some files or none
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
k74082yd,1,0,1,"Output for test_file 2 was incorrect
"
k75018lg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_k75018lg/./decrypt_k75018lg.py"", line 49, in <module>
     file = open(files)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
k77872uk,1,1,0,"Output for test_file 3 was incorrect
"
k78886jb,1,1,1,
k88166nd,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
k92160ym,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
k96010wp,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
k98956fm,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
m01964ua,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m01964ua/./decrypt_m01964ua.py"", line 5, in <module>
     os.mkdir(sys.argv[2]) 
 FileExistsError: [Errno 17] File exists: './results_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m03777am,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
m08320mm,1,1,0,"Output for test_file 3 was incorrect
"
m09857ly,1,1,1,
m17324sg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m17324sg/./decrypt_m17324sg.py"", line 41, in <module>
     determineMethod()
   File ""***Removed due to privacy***/decrypt_m17324sg/./decrypt_m17324sg.py"", line 8, in determineMethod
     with open(sys.argv[1], 'r') as file:
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m17832wa,1,1,1,
m18453ab,1,1,1,
m19364tg,1,1,1,
m25334kg,1,1,0,"Output for test_file 3 was incorrect
"
m26025tz,1,1,1,
m31181jg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m31181jg/./decrypt_m31181jg.py"", line 35, in <module>
     inputFile = open(folder.input + filename,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m31234gv,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m32784sh,1,1,1,
m36036zz,1,0,1,"Output for test_file 2 was incorrect
"
m38874oo,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
m42552rh,1,1,1,
m42677js,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  usage: decrypt_m42677js.py [-h] input o
 decrypt_m42677js.py: error: argument input: can't open './test_files_encrypt': [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m43369as,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
m46198sa,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
m46757sz,1,1,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m46757sz/./decrypt_m46757sz.py"", line 76, in <module>
     main(sys.argv)
   File ""***Removed due to privacy***/decrypt_m46757sz/./decrypt_m46757sz.py"", line 72, in main
     decrypted_txt = decrypt(cipher_txt)
   File ""***Removed due to privacy***/decrypt_m46757sz/./decrypt_m46757sz.py"", line 58, in decrypt
     r += MorseList[z]
 KeyError: '.--.'
 
 Output files were found however no output file was found for test_file 3 with the correct name format
"
m50747jh,1,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m50747jh/./decrypt_m50747jh.py"", line 98, in <module>
     f.write(str(decrypt_morse(new_code1, "" "")))
   File ""***Removed due to privacy***/decrypt_m50747jh/./decrypt_m50747jh.py"", line 83, in decrypt_morse
     morse_text = morse_text + morseList.get(text)
 TypeError: can only concatenate str (not ""NoneType"") to str
 
 Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
m55182va,1,1,1,
m56135cw,1,1,1,
m57983ma,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m57983ma/./decrypt_m57983ma.py"", line 9, in <module>
     sorted_path_list = sorted(os.listdir(input_path))
 FileNotFoundError: [Errno 2] No such file or directory: '/home/csimage/python_midterm/16321_python_coursework_m57983ma/midterm_files(1)/midterm_files/Example_inputs/Example_inputs_program2'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m59511md,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m59511md/./decrypt_m59511md.py"", line 119, in <module>
     decryption(file)
   File ""***Removed due to privacy***/decrypt_m59511md/./decrypt_m59511md.py"", line 55, in decryption
     os.chdir(input_path)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m60493kw,1,1,1,
m65577ha,1,0,1,"Output for test_file 2 was incorrect
"
m65670fa,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
m73289ls,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_m73289ls/./decrypt_m73289ls.py"", line 133, in <module>
     os.chdir(outputpath)
 FileNotFoundError: [Errno 2] No such file or directory: './results_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
m73648ak,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
m78355ls,1,1,1,
m83653ns,1,1,1,
m84249pk,1,1,1,
m85559mk,1,1,0,"Output for test_file 3 was incorrect
"
m92824cm,0,0,0,"No files were created within the results folder. (This does not mean files were not created elsewhere)
"
n03227rm,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n05919ah,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n07219hm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_n07219hm/./decrypt_n07219hm.py"", line 172, in <module>
     read_text_file(input_folder_path + file_list[i])
   File ""***Removed due to privacy***/decrypt_n07219hm/./decrypt_n07219hm.py"", line 90, in read_text_file
     input_file = open(path,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
n20773yz,1,1,1,
n20851ew,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n25359ec,1,1,1,
n35081bw,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n37169dk,1,1,1,
n38595ae,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n39349ch,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n50699mm,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n54133hu,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
n58949ah,1,1,1,
n61655sb,1,1,1,
n62189sd,1,1,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_n62189sd/./decrypt_n62189sd.py"", line 110, in <module>
     dectext = dectext+dict[item]
 KeyError: '.--.'
 
 Output files were found however no output file was found for test_file 3 with the correct name format
"
n66033ai,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
n66837sm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_n66837sm/./decrypt_n66837sm.py"", line 16, in <module>
     files_and_directories = os.listdir(""input_folder"")
 FileNotFoundError: [Errno 2] No such file or directory: 'input_folder'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
n72421tn,1,0,1,"Output for test_file 2 was incorrect
"
n79777aa,1,1,1,
n80569fh,1,1,1,
n86739dg,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
n91131bw,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_n91131bw/./decrypt_n91131bw.py"", line 11, in <module>
     os.chdir(path1)
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
n91491mh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n95301jf,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
n95835ce,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
n96249ty,1,1,1,
p00331rx,1,1,1,
p01679ma,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p06411ua,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p06411ua/./decrypt_p06411ua.py"", line 20, in <module>
     cipher_text_file = open (args.input + input_files[k], ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p07229sl,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p15748aa,1,1,1,
p17128xt,1,1,1,
p17498jw,1,1,1,
p17540oa,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p23525lg,1,1,1,
p29365al,1,1,1,
p31278rh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p33067ay,1,1,1,
p34378lt,1,1,1,
p35799ap,1,1,1,
p37429am,1,1,1,
p37736sm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p37736sm/./decrypt_p37736sm.py"", line 7, in <module>
     infile = open(infile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p40515mt,1,1,1,
p44469aq,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p44797jb,1,1,1,
p48652gh,1,1,1,
p49111md,1,1,0,"Output for test_file 3 was incorrect
"
p49263ca,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p50391tc,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p50391tc/./decrypt_p50391tc.py"", line 2, in <module>
     file= open('test_file1.txt','r')
 FileNotFoundError: [Errno 2] No such file or directory: 'test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p50792sd,1,1,0,"Output for test_file 3 was incorrect
"
p52048kg,1,1,1,
p53237kh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p55643na,1,1,1,
p56273gd,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
p56781ng,1,1,1,
p61761ay,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
p62312tu,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p67189ml,1,1,1,
p68686gl,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p70810yk,0,0,0,"No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p72426yp,1,1,1,
p72470id,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p73848hs,0,0,0,"Output files were found however no output file was found for test_file 1 with the correct name format
 Output files were found however no output file was found for test_file 2 with the correct name format
 Output files were found however no output file was found for test_file 3 with the correct name format
"
p75341vk,1,1,1,
p76722cz,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p80249ra,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p80873ab,1,0,1,"Output for test_file 2 was incorrect
"
p86963sp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p86963sp/./decrypt_p86963sp.py"", line 11, in <module>
     inputF = open(inputFile, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p91607ma,1,0,1,"Output for test_file 2 was incorrect
"
p93899aa,1,1,1,
p94302hm,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p94302hm/./decrypt_p94302hm.py"", line 9, in <module>
     inputcipher = open(filepath, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt/test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p94886ms,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
p96457dw,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p98424rp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_p98424rp/./decrypt_p98424rp.py"", line 93, in <module>
     encryption(input_folder_string, output_folder_string, file)
   File ""***Removed due to privacy***/decrypt_p98424rp/./decrypt_p98424rp.py"", line 57, in encryption
     f1=open(input_folder + filename,""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypttest_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
p99614sy,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/decrypt_p99614sy/./decrypt_p99614sy.py"", line 93
     output_file.close()
 IndentationError: unexpected indent
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
q00848wh,1,1,1,
q02710ts,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q05506bb,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q08386js,1,1,0,"Output for test_file 3 was incorrect
"
q10556rn,1,1,1,
q16332rs,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q17766yl,1,1,1,
q18662ac,1,1,1,
q22650aj,1,1,1,
q26752aa,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_q26752aa/./decrypt_q26752aa.py"", line 63, in <module>
     f = open(filepath, ""r"")
 FileNotFoundError: [Errno 2] No such file or directory: './test_files_encrypt/test_file1.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
q36172hw,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
    File ""***Removed due to privacy***/decrypt_q36172hw/./decrypt_q36172hw.py"", line 12
     print(I cannot finish this task, sorry)
             ^
 SyntaxError: invalid syntax
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
q44958jp,1,0,1,"Output for test_file 2 was incorrect
"
q50676ep,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q53226rb,0,0,0,"Output for test_file 1 was incorrect
 Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
q57044nc,0,0,0,"Output for test_file 1 was incorrect
 Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
q66122my,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q77644po,1,0,1,"Output for test_file 2 was incorrect
"
q78216ae,1,1,1,
q78608sd,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_q78608sd/./decrypt_q78608sd.py"", line 7, in <module>
     ifile = open(i, ""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
q83438yw,1,1,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_q83438yw/./decrypt_q83438yw.py"", line 54, in <module>
     value2 = str(dictionary[item])
 KeyError: '.--.'
 
 Output for test_file 3 was incorrect
"
q86352bb,1,1,1,
q89254rn,1,1,1,
q90172mh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
q94072jl,1,1,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_q94072jl/./decrypt_q94072jl.py"", line 131, in <module>
     GetFileName()
   File ""***Removed due to privacy***/decrypt_q94072jl/./decrypt_q94072jl.py"", line 129, in GetFileName
     main(InputFilePath, OutputFilePath) #run main program while passing input and output file paths
   File ""***Removed due to privacy***/decrypt_q94072jl/./decrypt_q94072jl.py"", line 27, in main
     Message = Morse(InputData) 
   File ""***Removed due to privacy***/decrypt_q94072jl/./decrypt_q94072jl.py"", line 84, in Morse
     EncodedWord += letter #adds each letter (- or .) to Encoded word if it isn't a space
 UnboundLocalError: local variable 'EncodedWord' referenced before assignment
 
 Output files were found however no output file was found for test_file 3 with the correct name format
"
q96128lf,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r00979hl,1,1,1,
r07539ym,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r21857jl,1,1,1,
r22997aa,0,0,0,"Output for test_file 1 was incorrect
 Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
r25329lc,1,1,1,
r27125bw,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r27413tj,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_r27413tj/./decrypt_r27413tj.py"", line 61, in <module>
     os.chdir(path.output_folder)
 FileNotFoundError: [Errno 2] No such file or directory: './results_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
r42421yz,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_r42421yz/./decrypt_r42421yz.py"", line 12, in <module>
     os.mkdir(outputfilepath)
 FileExistsError: [Errno 17] File exists: './results_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
r46739lt,1,0,0,"Output for test_file 2 was incorrect
 Output for test_file 3 was incorrect
"
r50263ma,1,1,1,
r56325cc,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r56677rp,1,0,1,"Output for test_file 2 was incorrect
"
r61875lj,1,1,1,
r77503bd,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r82969js,1,0,1,"Output for test_file 2 was incorrect
"
r83187jc,1,1,1,
r85193di,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
r86515xl,1,1,0,"Output for test_file 3 was incorrect
"
r88993ia,1,1,1,
r89835eb,1,1,1,
r94627as,1,1,1,
s03884aa,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s03884aa/./decrypt_s03884aa.py"", line 5, in <module>
     ipathfile = open(inputpath,""r"")
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s09672ba,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s11642lf,1,1,0,"Output for test_file 3 was incorrect
"
s13496vg,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s13496vg/./decrypt_s13496vg.py"", line 123, in <module>
     all_files = os.listdir(Input_Location)
 FileNotFoundError: [Errno 2] No such file or directory: '/test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s13506jc,1,1,0,"Output for test_file 3 was incorrect
"
s23522ym,1,1,1,
s29576tb,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s29576tb/./decrypt_s29576tb.py"", line 33, in <module>
     with open(fullOutputTxt, 'w') as out:
 FileNotFoundError: [Errno 2] No such file or directory: 'output_2/test_file1_s29576tb.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s42704jp,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s42704jp/./decrypt_s42704jp.py"", line 63, in <module>
     f = open(input_filepath, 'r', encoding='utf-8')
 IsADirectoryError: [Errno 21] Is a directory: './test_files_encrypt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s50172ey,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s50548ma,1,1,1,
s55264aa,1,0,1,"Output for test_file 2 was incorrect
"
s56124at,1,1,1,
s58860aa,1,0,1,"Output for test_file 2 was incorrect
"
s62508as,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s63644vb,1,1,1,
s65422mt,1,1,0,"Output for test_file 3 was incorrect
"
s68250ma,1,1,1,
s74996sa,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s78014sh,1,1,1,
s78866kz,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s79104mh,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
s80648sh,0,0,0,"Submission ran but did not finish its execution due to the errors below. 
 This does not mean the program did not execute however, it may or may not have produced some files or none: 
 
  Traceback (most recent call last):
   File ""***Removed due to privacy***/decrypt_s80648sh/./decrypt_s80648sh.py"", line 128, in <module>
     decryption(input_folder + ""/"" + input_files[i],output_folder)
   File ""***Removed due to privacy***/decrypt_s80648sh/./decrypt_s80648sh.py"", line 116, in decryption
     output(decrypted_message)
   File ""***Removed due to privacy***/decrypt_s80648sh/./decrypt_s80648sh.py"", line 97, in output
     file = open(output_path,""a"")
 FileNotFoundError: [Errno 2] No such file or directory: './results_encrypt./test_files_encrypt/test_file1_s80648sh.txt'
 
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s86124sy,0,0,0,"Submission was found under the prog2_encryption tag for the encryption task but the file is named incorrectly
 No files were created within the results folder. (This does not mean files were not created elsewhere)
"
s89582ph,0,0,0,"No submission was found under the prog2_encryption tag for the encryption task
"
